< a a a a a a a a a a a a a a a a a a a a d >
[ Age    Foreign    Job    Status    History    Housing    Employ_Time    Depends    Balance    Aim    Amount    Duration    Savings    Rate    Guarantee    Residence_Time    Properties    Debits    Accounts    Phone    Granted ]
   55   Yes   Highly_Qualified   Female_Married   Paied        Own    7more        1   200More    Furniture     1424    12   None        3   None           4   House     None     1   Yes   Yes
   61   Yes   Skilled            Male_Married     Delays       Own    1to4         1   0to200     Repairs       1512    15   1000More    3   None           3   Finance   Stores   2   No    No
   30   Yes   Highly_Qualified   Male_Single      Critical     Own    1to4         1   None       Used_Car      11054   36   None        4   None           2   Mobile    None     1   Yes   Yes
   29   Yes   Skilled            Female_Married   Paied        Own    1to4         1   None       TV            518     6    100Less     3   None           1   House     None     1   No    Yes
   34   Yes   Skilled            Male_Single      No_Credits   Own    7more        1   None       Furniture     2759    12   100Less     2   None           4   Finance   None     2   No    Yes
   35   Yes   Highly_Qualified   Male_Single      Paied        Own    7more        1   None       Used_Car      2670    24   100Less     4   None           4   Mobile    None     1   Yes   Yes
   31   Yes   Skilled            Male_Single      Paied        Own    4to7         1   Negative   New_Car       4817    24   100Less     2   Co_Applicant   3   Finance   None     1   Yes   No
   29   Yes   Highly_Qualified   Female_Married   Paied        Own    1Less        1   None       Used_Car      2679    24   100Less     4   None           1   None      None     1   Yes   Yes
   36   Yes   Skilled            Male_Single      Critical     Rent   1to4         2   Negative   New_Car       3905    11   100Less     2   None           2   House     None     2   No    Yes
   35   Yes   Skilled            Male_Single      Paied        Free   7more        1   Negative   Used_Car      3386    12   100Less     3   None           4   None      None     1   Yes   No
   27   Yes   Skilled            Female_Married   Paied        Own    1Less        1   Negative   Electronics   343     6    100Less     4   None           1   House     None     1   No    Yes
   32   Yes   Skilled            Male_Single      Paied        Own    1Less        1   None       TV            4594    18   100Less     3   None           2   Mobile    None     1   Yes   Yes
   37   Yes   Skilled            Male_Single      Paied        Own    1to4         2   Negative   Furniture     3620    36   100Less     1   Guarantor      2   Finance   None     1   No    Yes
   36   Yes   Skilled            Male_Single      Paied        Own    1Less        1   Negative   New_Car       1721    15   100Less     2   None           3   House     None     1   No    Yes
   34   Yes   Highly_Qualified   Female_Married   Paied        Rent   1Less        1   0to200     Furniture     3017    12   100Less     3   None           1   House     None     1   No    Yes
   38   Yes   Skilled            Male_Single      Paied        Own    7more        1   0to200     Education     754     12   None        4   None           4   Finance   None     2   No    Yes
   34   Yes   Skilled            Male_Single      Paied        Own    4to7         1   None       Business      1950    18   100Less     4   None           1   Mobile    Stores   2   Yes   Yes
   63   Yes   Skilled            Male_Single      Paied        Own    1to4         2   Negative   Used_Car      2924    24   100Less     3   Guarantor      4   None      Bank     1   Yes   Yes
   29   Yes   Unskilled          Female_Married   Delays       Rent   1Less        1   Negative   TV            1659    24   100Less     4   None           2   Mobile    None     1   Yes   No
   32   Yes   Skilled            Male_Single      Delays       Own    7more        2   None       TV            7238    48   None        3   None           3   Mobile    Bank     2   No    Yes
   26   Yes   Skilled            Female_Married   Delays       Own    1to4         1   None       Business      2764    33   100Less     2   None           2   Mobile    None     2   Yes   Yes
   35   Yes   Unskilled          Male_Single      Delays       Own    4to7         1   None       Used_Car      4679    24   100Less     3   None           3   Mobile    None     2   Yes   Yes
   22   Yes   Skilled            Male_Married     Paied        Rent   1Less        1   0to200     TV            3092    24   100to500    3   None           2   Mobile    None     1   Yes   No
   23   Yes   Skilled            Female_Married   Paied        Own    1Less        1   Negative   A46           448     6    100Less     4   None           4   Finance   None     1   No    No
   28   Yes   Unskilled          Male_Single      Paied        Own    1to4         1   Negative   New_Car       654     9    100Less     4   None           3   Mobile    None     1   No    No
   36   Yes   Highly_Qualified   Male_Single      Paied        Own    Unemployed   2   None       Education     1238    6    None        4   None           4   Finance   None     1   Yes   Yes
   33   Yes   Skilled            Male_Married     Critical     Own    1to4         1   0to200     TV            1245    18   100Less     4   None           2   Mobile    None     1   No    No
   26   Yes   Skilled            Female_Married   No_Credits   Rent   1Less        1   Negative   Furniture     3114    18   100Less     1   None           4   Finance   None     1   No    No
   24   Yes   Skilled            Male_Single      Paied        Own    1to4         1   None       Used_Car      2569    39   500to1000   4   None           4   Mobile    None     1   No    Yes
   25   Yes   Skilled            Male_Single      Paied        Own    4to7         1   200More    TV            5152    24   100Less     4   None           2   Mobile    Bank     1   No    Yes
   39   Yes   Unskilled          Male_Single      Paied        Own    4to7         1   0to200     Business      1037    12   100to500    3   None           4   House     None     1   No    Yes
   44   Yes   Skilled            Male_Single      Critical     Own    7more        2   Negative   Furniture     1478    15   100Less     4   None           4   Mobile    None     2   Yes   Yes
